height,u,v
9.790000000000000000e+03,2.827018122412692946e+01,1.906847800835245721e+01
9.798000000000000000e+03,2.818727746687142144e+01,1.901255871800538344e+01
9.804000000000000000e+03,2.818727746687142144e+01,1.901255871800538344e+01
9.811000000000000000e+03,2.818727746687142144e+01,1.901255871800538344e+01
9.816000000000000000e+03,2.818727746687142144e+01,1.901255871800538344e+01
9.822000000000000000e+03,2.810437370961591697e+01,1.895663942765830967e+01
9.827000000000000000e+03,2.810437370961591697e+01,1.895663942765830967e+01
9.832000000000000000e+03,2.810437370961591697e+01,1.895663942765830967e+01
9.837000000000000000e+03,2.810437370961591697e+01,1.895663942765830967e+01
9.843000000000000000e+03,2.802146995236041249e+01,1.890072013731123235e+01
9.848000000000000000e+03,2.802146995236041249e+01,1.890072013731123235e+01
9.854000000000000000e+03,2.834706519655533086e+01,1.840879938350791178e+01
9.860000000000000000e+03,2.834706519655533086e+01,1.840879938350791178e+01
9.866000000000000000e+03,2.834706519655533086e+01,1.840879938350791178e+01
9.871000000000000000e+03,2.834706519655533086e+01,1.840879938350791178e+01
9.877000000000000000e+03,2.834706519655533086e+01,1.840879938350791178e+01
9.882000000000000000e+03,2.834706519655533086e+01,1.840879938350791178e+01
9.888000000000000000e+03,2.866402565008718994e+01,1.791127113108232649e+01
9.893000000000000000e+03,2.866402565008718994e+01,1.791127113108232649e+01
9.900000000000000000e+03,2.866402565008718994e+01,1.791127113108232649e+01
9.907000000000000000e+03,2.857922084047155309e+01,1.785827920465900931e+01
9.914000000000000000e+03,2.857922084047155309e+01,1.785827920465900931e+01
9.921000000000000000e+03,2.888653803366118211e+01,1.735678312446883709e+01
9.928000000000000000e+03,2.888653803366118211e+01,1.735678312446883709e+01
9.935000000000000000e+03,2.888653803366118211e+01,1.735678312446883709e+01
9.942000000000000000e+03,2.888653803366118211e+01,1.735678312446883709e+01
9.948000000000000000e+03,2.888653803366118211e+01,1.735678312446883709e+01
9.954000000000000000e+03,2.918505610753557633e+01,1.685000000000001563e+01
9.960000000000000000e+03,2.918505610753557633e+01,1.685000000000001563e+01
9.966000000000000000e+03,2.909845356715712938e+01,1.680000000000001492e+01
9.971000000000000000e+03,2.909845356715712938e+01,1.680000000000001492e+01
9.977000000000000000e+03,2.909845356715712938e+01,1.680000000000001492e+01
9.982000000000000000e+03,2.901185102677868599e+01,1.675000000000001421e+01
9.988000000000000000e+03,2.901185102677868599e+01,1.675000000000001421e+01
9.994000000000000000e+03,2.901185102677868599e+01,1.675000000000001421e+01
1.000000000000000000e+04,2.921229821845582109e+01,1.619264131622765035e+01
1.000600000000000000e+04,2.921229821845582109e+01,1.619264131622765035e+01
1.001300000000000000e+04,2.912483624774187874e+01,1.614416035420301654e+01
1.001900000000000000e+04,2.903737427702794349e+01,1.609567939217838273e+01
1.002400000000000000e+04,2.903737427702794349e+01,1.609567939217838273e+01
1.002900000000000000e+04,2.894991230631400470e+01,1.604719843015374892e+01
1.003200000000000000e+04,2.894991230631400470e+01,1.604719843015374892e+01
1.003600000000000000e+04,2.886245033560006235e+01,1.599871746812911510e+01
1.004000000000000000e+04,2.886245033560006235e+01,1.599871746812911510e+01
1.004500000000000000e+04,2.877498836488612355e+01,1.595023650610448129e+01
1.004900000000000000e+04,2.877498836488612355e+01,1.595023650610448129e+01
1.005400000000000000e+04,2.868752639417218120e+01,1.590175554407984748e+01
1.005900000000000000e+04,2.868752639417218120e+01,1.590175554407984748e+01
1.006300000000000000e+04,2.868752639417218120e+01,1.590175554407984748e+01
1.006800000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.007300000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.007800000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.008400000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.008900000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.009400000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.009900000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.010400000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.010900000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.011400000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.011800000000000000e+04,2.831903070375113884e+01,1.635000000000001563e+01
1.012200000000000000e+04,2.840563324412957513e+01,1.640000000000001279e+01
1.012700000000000000e+04,2.840563324412957513e+01,1.640000000000001279e+01
1.013100000000000000e+04,2.840563324412957513e+01,1.640000000000001279e+01
1.013600000000000000e+04,2.849223578450802208e+01,1.645000000000001350e+01
1.014100000000000000e+04,2.849223578450802208e+01,1.645000000000001350e+01
1.014600000000000000e+04,2.849223578450802208e+01,1.645000000000001350e+01
1.015100000000000000e+04,2.857883832488646547e+01,1.650000000000001421e+01
1.015600000000000000e+04,2.857883832488646547e+01,1.650000000000001421e+01
1.016100000000000000e+04,2.857883832488646547e+01,1.650000000000001421e+01
1.016600000000000000e+04,2.866544086526491242e+01,1.655000000000001492e+01
1.017100000000000000e+04,2.866544086526491242e+01,1.655000000000001492e+01
1.017600000000000000e+04,2.875204340564335581e+01,1.660000000000001563e+01
1.018200000000000000e+04,2.875204340564335581e+01,1.660000000000001563e+01
1.018800000000000000e+04,2.875204340564335581e+01,1.660000000000001563e+01
1.019400000000000000e+04,2.883864594602179565e+01,1.665000000000001279e+01
1.019900000000000000e+04,2.883864594602179565e+01,1.665000000000001279e+01
1.020500000000000000e+04,2.883864594602179565e+01,1.665000000000001279e+01
1.021100000000000000e+04,2.892524848640023905e+01,1.670000000000001350e+01
1.021800000000000000e+04,2.892524848640023905e+01,1.670000000000001350e+01
1.022400000000000000e+04,2.892524848640023905e+01,1.670000000000001350e+01
1.023000000000000000e+04,2.901185102677868599e+01,1.675000000000001421e+01
1.023600000000000000e+04,2.901185102677868599e+01,1.675000000000001421e+01
1.024300000000000000e+04,2.901185102677868599e+01,1.675000000000001421e+01
1.024900000000000000e+04,2.901185102677868599e+01,1.675000000000001421e+01
1.025500000000000000e+04,2.901185102677868599e+01,1.675000000000001421e+01
1.026100000000000000e+04,2.909845356715712938e+01,1.680000000000001492e+01
1.026700000000000000e+04,2.909845356715712938e+01,1.680000000000001492e+01
1.027300000000000000e+04,2.909845356715712938e+01,1.680000000000001492e+01
1.027800000000000000e+04,2.909845356715712938e+01,1.680000000000001492e+01
1.028400000000000000e+04,2.880082130359096837e+01,1.730527931697783117e+01
1.028900000000000000e+04,2.880082130359096837e+01,1.730527931697783117e+01
1.029500000000000000e+04,2.871510457352075463e+01,1.725377550948682526e+01
1.030200000000000000e+04,2.871510457352075463e+01,1.725377550948682526e+01
1.030800000000000000e+04,2.871510457352075463e+01,1.725377550948682526e+01
1.031500000000000000e+04,2.871510457352075463e+01,1.725377550948682526e+01
1.032200000000000000e+04,2.871510457352075463e+01,1.725377550948682526e+01
1.032800000000000000e+04,2.862938784345054444e+01,1.720227170199581934e+01
1.033500000000000000e+04,2.862938784345054444e+01,1.720227170199581934e+01
1.034200000000000000e+04,2.824000160200897724e+01,1.764631149896572637e+01
1.034900000000000000e+04,2.824000160200897724e+01,1.764631149896572637e+01
1.035600000000000000e+04,2.824000160200897724e+01,1.764631149896572637e+01
1.036300000000000000e+04,2.815519679239334039e+01,1.759331957254240919e+01
1.036900000000000000e+04,2.815519679239334039e+01,1.759331957254240919e+01
1.037600000000000000e+04,2.807039198277769643e+01,1.754032764611908490e+01
1.038200000000000000e+04,2.798558717316205247e+01,1.748733571969576417e+01
1.038800000000000000e+04,2.798558717316205247e+01,1.748733571969576417e+01
1.039400000000000000e+04,2.790078236354640850e+01,1.743434379327244343e+01
1.040000000000000000e+04,2.750839462860990636e+01,1.786416034849288437e+01
1.040600000000000000e+04,2.750839462860990636e+01,1.786416034849288437e+01
1.041300000000000000e+04,2.742452757181536782e+01,1.780969644499138482e+01
1.041900000000000000e+04,2.742452757181536782e+01,1.780969644499138482e+01
1.042600000000000000e+04,2.734066051502082573e+01,1.775523254148988173e+01
1.043200000000000000e+04,2.725679345822628008e+01,1.770076863798837508e+01
1.043800000000000000e+04,2.725679345822628008e+01,1.770076863798837508e+01
1.044300000000000000e+04,2.717292640143173799e+01,1.764630473448687198e+01
1.044900000000000000e+04,2.708905934463719589e+01,1.759184083098536888e+01
1.045400000000000000e+04,2.708905934463719589e+01,1.759184083098536888e+01
1.046000000000000000e+04,2.700519228784265735e+01,1.753737692748386934e+01
1.046600000000000000e+04,2.700519228784265735e+01,1.753737692748386934e+01
1.047200000000000000e+04,2.692132523104811170e+01,1.748291302398236624e+01
1.047700000000000000e+04,2.692132523104811170e+01,1.748291302398236624e+01
1.048300000000000000e+04,2.692132523104811170e+01,1.748291302398236624e+01
1.049000000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.049600000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.050300000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.051000000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.051600000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.052200000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.052800000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.053400000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.053900000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.054600000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.055200000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.055700000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.056200000000000000e+04,2.683745817425356961e+01,1.742844912048086314e+01
1.056700000000000000e+04,2.692132523104811170e+01,1.748291302398236624e+01
1.057100000000000000e+04,2.692132523104811170e+01,1.748291302398236624e+01
1.057500000000000000e+04,2.692132523104811170e+01,1.748291302398236624e+01
1.058000000000000000e+04,2.692132523104811170e+01,1.748291302398236624e+01
1.058500000000000000e+04,2.661210607901684355e+01,1.795009220141096407e+01
1.059000000000000000e+04,2.661210607901684355e+01,1.795009220141096407e+01
1.059500000000000000e+04,2.661210607901684355e+01,1.795009220141096407e+01
1.060000000000000000e+04,2.652920232176133908e+01,1.789417291106389030e+01
1.060600000000000000e+04,2.652920232176133908e+01,1.789417291106389030e+01
1.061100000000000000e+04,2.652920232176133908e+01,1.789417291106389030e+01
1.061700000000000000e+04,2.652920232176133908e+01,1.789417291106389030e+01
1.062300000000000000e+04,2.621286541724773045e+01,1.835444596323348421e+01
1.062800000000000000e+04,2.621286541724773045e+01,1.835444596323348421e+01
1.063400000000000000e+04,2.613095021281883135e+01,1.829708831959838022e+01
1.063900000000000000e+04,2.613095021281883135e+01,1.829708831959838022e+01
1.064500000000000000e+04,2.613095021281883135e+01,1.829708831959838022e+01
1.065000000000000000e+04,2.613095021281883135e+01,1.829708831959838022e+01
1.065500000000000000e+04,2.613095021281883135e+01,1.829708831959838022e+01
1.066100000000000000e+04,2.613095021281883135e+01,1.829708831959838022e+01
1.066600000000000000e+04,2.613095021281883135e+01,1.829708831959838022e+01
1.067200000000000000e+04,2.580764212056081774e+01,1.875034954812989696e+01
1.067700000000000000e+04,2.580764212056081774e+01,1.875034954812989696e+01
1.068100000000000000e+04,2.580764212056081774e+01,1.875034954812989696e+01
1.068600000000000000e+04,2.580764212056081774e+01,1.875034954812989696e+01
1.069100000000000000e+04,2.580764212056081774e+01,1.875034954812989696e+01
1.069600000000000000e+04,2.588854381999831489e+01,1.880912807335914394e+01
1.070200000000000000e+04,2.588854381999831489e+01,1.880912807335914394e+01
1.070800000000000000e+04,2.596944551943581203e+01,1.886790659858839092e+01
1.071400000000000000e+04,2.596944551943581203e+01,1.886790659858839092e+01
1.072000000000000000e+04,2.605034721887330562e+01,1.892668512381764145e+01
1.072600000000000000e+04,2.613124891831079566e+01,1.898546364904688488e+01
1.073100000000000000e+04,2.613124891831079566e+01,1.898546364904688488e+01
1.073700000000000000e+04,2.621215061774829280e+01,1.904424217427613186e+01
1.074300000000000000e+04,2.629305231718578995e+01,1.910302069950537884e+01
1.074900000000000000e+04,2.629305231718578995e+01,1.910302069950537884e+01
1.075500000000000000e+04,2.637395401662328354e+01,1.916179922473462938e+01
1.076000000000000000e+04,2.645485571606078068e+01,1.922057774996387636e+01
1.076500000000000000e+04,2.653575741549827072e+01,1.927935627519311979e+01
1.076900000000000000e+04,2.653575741549827072e+01,1.927935627519311979e+01
1.077200000000000000e+04,2.661665911493576786e+01,1.933813480042237032e+01
1.077600000000000000e+04,2.661665911493576786e+01,1.933813480042237032e+01
1.077900000000000000e+04,2.669756081437326145e+01,1.939691332565161730e+01
1.078300000000000000e+04,2.669756081437326145e+01,1.939691332565161730e+01
1.078600000000000000e+04,2.669756081437326145e+01,1.939691332565161730e+01
1.079100000000000000e+04,2.677846251381075859e+01,1.945569185088086428e+01
1.079500000000000000e+04,2.677846251381075859e+01,1.945569185088086428e+01
1.080000000000000000e+04,2.677846251381075859e+01,1.945569185088086428e+01
1.080400000000000000e+04,2.677846251381075859e+01,1.945569185088086428e+01
1.080800000000000000e+04,2.677846251381075859e+01,1.945569185088086428e+01
1.081100000000000000e+04,2.677846251381075859e+01,1.945569185088086428e+01
1.081400000000000000e+04,2.669756081437326145e+01,1.939691332565161730e+01
1.081800000000000000e+04,2.669756081437326145e+01,1.939691332565161730e+01
1.082200000000000000e+04,2.669756081437326145e+01,1.939691332565161730e+01
1.082600000000000000e+04,2.669756081437326145e+01,1.939691332565161730e+01
1.083100000000000000e+04,2.661665911493576786e+01,1.933813480042237032e+01
1.083600000000000000e+04,2.661665911493576786e+01,1.933813480042237032e+01
1.084300000000000000e+04,2.661665911493576786e+01,1.933813480042237032e+01
1.084900000000000000e+04,2.653575741549827072e+01,1.927935627519311979e+01
1.085600000000000000e+04,2.653575741549827072e+01,1.927935627519311979e+01
1.086300000000000000e+04,2.653575741549827072e+01,1.927935627519311979e+01
1.086900000000000000e+04,2.645485571606078068e+01,1.922057774996387636e+01
1.087400000000000000e+04,2.645485571606078068e+01,1.922057774996387636e+01
1.087900000000000000e+04,2.645485571606078068e+01,1.922057774996387636e+01
1.088300000000000000e+04,2.637395401662328354e+01,1.916179922473462938e+01
1.088800000000000000e+04,2.637395401662328354e+01,1.916179922473462938e+01
1.089400000000000000e+04,2.637395401662328354e+01,1.916179922473462938e+01
1.089900000000000000e+04,2.637395401662328354e+01,1.916179922473462938e+01
1.090400000000000000e+04,2.637395401662328354e+01,1.916179922473462938e+01
1.090500000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.090800000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.091200000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.091500000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.091800000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.092200000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.092600000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.093000000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.093400000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.093700000000000000e+04,2.595565407653701584e+01,1.955898825244156924e+01
1.094000000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.094400000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.094700000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.095100000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.095500000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.095900000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.096300000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.096700000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.097100000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.097500000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.097900000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.098300000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.098700000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.099000000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.099400000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.099700000000000000e+04,2.561034949221846446e+01,2.000899794808389132e+01
1.100100000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.100500000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.100900000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.101300000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.101700000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.102100000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.102500000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.103000000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.103400000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.103800000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.104200000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.104600000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.105000000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.105400000000000000e+04,2.525724374735154498e+01,2.045291270911972958e+01
1.105800000000000000e+04,2.533495834349724163e+01,2.051584474822471549e+01
1.106200000000000000e+04,2.533495834349724163e+01,2.051584474822471549e+01
1.106600000000000000e+04,2.533495834349724163e+01,2.051584474822471549e+01
1.107100000000000000e+04,2.533495834349724163e+01,2.051584474822471549e+01
1.107500000000000000e+04,2.533495834349724163e+01,2.051584474822471549e+01
1.107900000000000000e+04,2.533495834349724163e+01,2.051584474822471549e+01
1.108400000000000000e+04,2.533495834349724163e+01,2.051584474822471549e+01
1.108800000000000000e+04,2.533495834349724163e+01,2.051584474822471549e+01
1.109200000000000000e+04,2.541267293964293827e+01,2.057877678732969784e+01
1.109600000000000000e+04,2.541267293964293827e+01,2.057877678732969784e+01
1.110100000000000000e+04,2.541267293964293827e+01,2.057877678732969784e+01
1.110500000000000000e+04,2.541267293964293827e+01,2.057877678732969784e+01
1.111000000000000000e+04,2.549038753578863137e+01,2.064170882643468019e+01
1.111400000000000000e+04,2.549038753578863137e+01,2.064170882643468019e+01
1.111900000000000000e+04,2.549038753578863137e+01,2.064170882643468019e+01
1.112300000000000000e+04,2.556810213193433157e+01,2.070464086553966254e+01
1.112800000000000000e+04,2.556810213193433157e+01,2.070464086553966254e+01
1.113300000000000000e+04,2.556810213193433157e+01,2.070464086553966254e+01
1.113700000000000000e+04,2.564581672808002821e+01,2.076757290464464845e+01
1.114200000000000000e+04,2.564581672808002821e+01,2.076757290464464845e+01
1.114600000000000000e+04,2.572353132422572841e+01,2.083050494374963435e+01
1.115000000000000000e+04,2.572353132422572841e+01,2.083050494374963435e+01
1.115500000000000000e+04,2.572353132422572841e+01,2.083050494374963435e+01
1.115900000000000000e+04,2.580124592037142506e+01,2.089343698285461670e+01
1.116400000000000000e+04,2.580124592037142506e+01,2.089343698285461670e+01
1.116800000000000000e+04,2.587896051651711815e+01,2.095636902195959905e+01
1.117300000000000000e+04,2.587896051651711815e+01,2.095636902195959905e+01
1.117800000000000000e+04,2.631955917046451532e+01,2.056309327587698377e+01
1.118300000000000000e+04,2.631955917046451532e+01,2.056309327587698377e+01
1.118800000000000000e+04,2.639836024582518803e+01,2.062465942340955039e+01
1.119300000000000000e+04,2.639836024582518803e+01,2.062465942340955039e+01
1.119800000000000000e+04,2.647716132118586074e+01,2.068622557094211700e+01
1.120300000000000000e+04,2.647716132118586074e+01,2.068622557094211700e+01
1.120800000000000000e+04,2.647716132118586074e+01,2.068622557094211700e+01
1.121300000000000000e+04,2.655596239654653345e+01,2.074779171847468362e+01
1.121800000000000000e+04,2.691401668859377239e+01,2.028116628022402779e+01
1.122300000000000000e+04,2.691401668859377239e+01,2.028116628022402779e+01
1.122800000000000000e+04,2.691401668859377239e+01,2.028116628022402779e+01
1.123300000000000000e+04,2.699388023959849647e+01,2.034134778253923059e+01
1.123800000000000000e+04,2.699388023959849647e+01,2.034134778253923059e+01
1.124300000000000000e+04,2.699388023959849647e+01,2.034134778253923059e+01
1.124800000000000000e+04,2.726387271043572724e+01,1.980836300225634972e+01
1.125300000000000000e+04,2.726387271043572724e+01,1.980836300225634972e+01
1.125800000000000000e+04,2.726387271043572724e+01,1.980836300225634972e+01
1.126300000000000000e+04,2.726387271043572724e+01,1.980836300225634972e+01
1.126800000000000000e+04,2.718297101099823010e+01,1.974958447702710274e+01
1.127300000000000000e+04,2.718297101099823010e+01,1.974958447702710274e+01
1.127900000000000000e+04,2.710206931156073651e+01,1.969080595179785220e+01
1.128400000000000000e+04,2.710206931156073651e+01,1.969080595179785220e+01
1.128900000000000000e+04,2.702116761212323937e+01,1.963202742656860522e+01
1.129400000000000000e+04,2.727776307482341878e+01,1.910009533048984309e+01
1.129800000000000000e+04,2.727776307482341878e+01,1.910009533048984309e+01
1.130200000000000000e+04,2.719584787039452323e+01,1.904273768685474266e+01
1.130700000000000000e+04,2.719584787039452323e+01,1.904273768685474266e+01
1.131100000000000000e+04,2.711393266596562057e+01,1.898538004321963513e+01
1.131500000000000000e+04,2.711393266596562057e+01,1.898538004321963513e+01
1.132000000000000000e+04,2.703201746153672147e+01,1.892802239958453114e+01
1.132400000000000000e+04,2.703201746153672147e+01,1.892802239958453114e+01
1.132900000000000000e+04,2.695010225710782237e+01,1.887066475594942361e+01
1.133400000000000000e+04,2.695010225710782237e+01,1.887066475594942361e+01
1.133800000000000000e+04,2.695010225710782237e+01,1.887066475594942361e+01
1.134300000000000000e+04,2.695010225710782237e+01,1.887066475594942361e+01
1.134700000000000000e+04,2.695010225710782237e+01,1.887066475594942361e+01
1.135200000000000000e+04,2.695010225710782237e+01,1.887066475594942361e+01
1.135600000000000000e+04,2.703201746153672147e+01,1.892802239958453114e+01
1.136100000000000000e+04,2.703201746153672147e+01,1.892802239958453114e+01
1.136500000000000000e+04,2.711393266596562057e+01,1.898538004321963513e+01
1.136900000000000000e+04,2.719584787039452323e+01,1.904273768685474266e+01
1.137400000000000000e+04,2.727776307482341878e+01,1.910009533048984309e+01
1.137900000000000000e+04,2.735967827925231788e+01,1.915745297412494708e+01
1.138400000000000000e+04,2.744159348368121698e+01,1.921481061776005461e+01
1.138900000000000000e+04,2.752350868811011964e+01,1.927216826139515859e+01
1.139500000000000000e+04,2.768733909696791429e+01,1.938688354866536656e+01
1.140200000000000000e+04,2.776925430139681339e+01,1.944424119230047054e+01
1.140900000000000000e+04,2.793308471025461515e+01,1.955895647957068206e+01
1.141600000000000000e+04,2.835308498138243394e+01,1.912439729869953453e+01
1.142300000000000000e+04,2.843598873863793131e+01,1.918031658904660475e+01
1.143000000000000000e+04,2.860179625314894380e+01,1.929215516974075584e+01
1.143600000000000000e+04,2.868470001040444828e+01,1.934807446008783316e+01
1.144200000000000000e+04,2.885050752491545367e+01,1.945991304078198070e+01
1.144800000000000000e+04,2.893341128217095815e+01,1.951583233112905447e+01
1.145300000000000000e+04,2.901631503942646617e+01,1.957175162147613179e+01
1.145800000000000000e+04,2.909921879668197064e+01,1.962767091182320556e+01
1.146200000000000000e+04,2.918212255393747512e+01,1.968359020217027933e+01
1.146600000000000000e+04,2.926502631119297604e+01,1.973950949251735310e+01
1.147000000000000000e+04,2.934793006844848051e+01,1.979542878286442686e+01
1.147500000000000000e+04,2.943083382570398499e+01,1.985134807321150419e+01
1.148100000000000000e+04,2.943083382570398499e+01,1.985134807321150419e+01
1.148700000000000000e+04,2.951373758295948946e+01,1.990726736355857796e+01
1.149400000000000000e+04,2.951373758295948946e+01,1.990726736355857796e+01
1.150100000000000000e+04,2.951373758295948946e+01,1.990726736355857796e+01
1.150800000000000000e+04,2.951373758295948946e+01,1.990726736355857796e+01
1.151300000000000000e+04,2.943083382570398499e+01,1.985134807321150419e+01
1.151800000000000000e+04,2.943083382570398499e+01,1.985134807321150419e+01
1.152200000000000000e+04,2.977280516206255356e+01,1.933468574303345733e+01
1.152600000000000000e+04,2.968893810526801147e+01,1.928022183953195423e+01
1.152900000000000000e+04,2.968893810526801147e+01,1.928022183953195423e+01
1.153200000000000000e+04,2.960507104847346582e+01,1.922575793603045113e+01
1.153600000000000000e+04,2.952120399167892728e+01,1.917129403252895159e+01
1.154000000000000000e+04,2.943733693488438519e+01,1.911683012902744849e+01
1.154500000000000000e+04,2.935346987808984309e+01,1.906236622552594540e+01
1.154900000000000000e+04,2.926960282129529745e+01,1.900790232202444230e+01
1.155400000000000000e+04,2.926960282129529745e+01,1.900790232202444230e+01
1.155800000000000000e+04,2.918573576450075535e+01,1.895343841852293565e+01
1.156400000000000000e+04,2.910186870770621681e+01,1.889897451502143610e+01
1.156900000000000000e+04,2.901800165091167472e+01,1.884451061151993301e+01
1.157400000000000000e+04,2.893413459411712907e+01,1.879004670801842991e+01
1.157900000000000000e+04,2.885026753732258697e+01,1.873558280451692681e+01
1.158300000000000000e+04,2.876640048052804133e+01,1.868111890101542372e+01
1.158800000000000000e+04,2.900324488854976579e+01,1.812323883677561298e+01
1.159200000000000000e+04,2.900324488854976579e+01,1.812323883677561298e+01
1.159700000000000000e+04,2.891844007893412183e+01,1.807024691035229225e+01
1.160200000000000000e+04,2.883363526931847787e+01,1.801725498392897151e+01
1.160700000000000000e+04,2.883363526931847787e+01,1.801725498392897151e+01
1.161200000000000000e+04,2.874883045970283391e+01,1.796426305750565078e+01
1.161800000000000000e+04,2.874883045970283391e+01,1.796426305750565078e+01
1.162300000000000000e+04,2.897225476373138520e+01,1.740828693195983945e+01
1.162800000000000000e+04,2.897225476373138520e+01,1.740828693195983945e+01
1.163200000000000000e+04,2.888653803366118211e+01,1.735678312446883709e+01
1.163600000000000000e+04,2.888653803366118211e+01,1.735678312446883709e+01
1.164100000000000000e+04,2.888653803366118211e+01,1.735678312446883709e+01
1.164700000000000000e+04,2.918505610753557633e+01,1.685000000000001563e+01
1.165200000000000000e+04,2.909845356715712938e+01,1.680000000000001492e+01
1.165800000000000000e+04,2.909845356715712938e+01,1.680000000000001492e+01
1.166400000000000000e+04,2.909845356715712938e+01,1.680000000000001492e+01
1.166900000000000000e+04,2.909845356715712938e+01,1.680000000000001492e+01
1.167500000000000000e+04,2.938722215988370223e+01,1.628960324027691797e+01
1.168000000000000000e+04,2.938722215988370223e+01,1.628960324027691797e+01
1.168500000000000000e+04,2.938722215988370223e+01,1.628960324027691797e+01
1.169000000000000000e+04,2.938722215988370223e+01,1.628960324027691797e+01
1.169500000000000000e+04,2.929976018916975988e+01,1.624112227825228416e+01
1.170000000000000000e+04,2.929976018916975988e+01,1.624112227825228416e+01
1.170600000000000000e+04,2.957874436077405278e+01,1.572729735332734080e+01
1.171300000000000000e+04,2.957874436077405278e+01,1.572729735332734080e+01
1.171900000000000000e+04,2.957874436077405278e+01,1.572729735332734080e+01
1.172500000000000000e+04,2.957874436077405278e+01,1.572729735332734080e+01
1.173000000000000000e+04,2.957874436077405278e+01,1.572729735332734080e+01
1.173500000000000000e+04,2.949044960148815875e+01,1.568035019704874955e+01
1.174100000000000000e+04,2.975961790789148154e+01,1.516328269130086603e+01
1.174800000000000000e+04,2.975961790789148154e+01,1.516328269130086603e+01
1.175500000000000000e+04,2.975961790789148154e+01,1.516328269130086603e+01
1.176200000000000000e+04,2.975961790789148154e+01,1.516328269130086603e+01
1.176900000000000000e+04,2.975961790789148154e+01,1.516328269130086603e+01
1.177400000000000000e+04,2.975961790789148154e+01,1.516328269130086603e+01
1.177900000000000000e+04,2.967051725547264596e+01,1.511788364132691065e+01
