geopotential height_m,wind direction_degree,wind speed_m/s
15660,241,21
15664,242,21
15668,242,21
15672,242,21
15676,242,21
15680,243,20.9
15684,243,20.9
15688,243,20.9
15692,244,20.9
15697,244,20.9
15701,244,20.9
15706,245,20.9
15710,245,20.9
15714,245,20.9
15719,245,20.8
15723,246,20.8
15727,246,20.8
15732,246,20.8
15736,246,20.8
15740,247,20.8
15744,247,20.8
15748,247,20.9
15752,247,20.9
15756,247,20.9
15761,248,20.9
15765,248,20.9
15770,248,20.9
15774,248,20.9
15778,248,20.9
15782,248,20.9
15785,248,20.8
15789,249,20.8
15793,249,20.8
15797,249,20.8
15801,249,20.8
15805,249,20.7
15809,249,20.7
15813,249,20.7
15817,249,20.7
15820,249,20.6
15824,249,20.6
15827,249,20.5
15831,249,20.5
15835,249,20.5
15838,250,20.4
15842,250,20.4
15846,250,20.4
15851,250,20.3
15855,250,20.3
15858,250,20.3
15862,250,20.3
15866,250,20.2
15869,250,20.2
15873,250,20.2
15877,250,20.2
15881,250,20.1
15885,250,20.1
15888,250,20.1
15892,250,20.1
15896,250,20.1
15900,250,20
15904,251,20
15908,251,20
15912,251,19.9
15916,250,19.9
15920,250,19.9
15923,250,19.8
15927,250,19.8
15931,250,19.7
15934,250,19.7
15938,250,19.6
15941,250,19.5
15945,250,19.4
15948,250,19.3
15952,250,19.2
15956,250,19.1
15959,250,19
15963,250,18.9
15967,251,18.7
15970,251,18.6
15974,251,18.4
15978,251,18.2
15982,251,18
15986,251,17.9
15990,251,17.7
15994,251,17.5
15998,251,17.2
16002,251,17
16006,251,16.8
16011,251,16.6
16015,251,16.4
16019,252,16.1
16023,252,15.9
16026,252,15.7
16030,252,15.5
16034,252,15.3
16038,252,15.1
16042,252,14.9
16046,252,14.8
16050,253,14.6
16053,253,14.5
16057,253,14.3
16060,253,14.2
16064,254,14.1
16068,254,14
16072,254,13.9
16075,255,13.9
16079,255,13.8
16084,256,13.8
16088,256,13.7
16092,257,13.7
16097,257,13.6
16101,257,13.6
16105,258,13.6
16109,259,13.6
16113,259,13.5
16117,260,13.5
16121,260,13.5
16125,260,13.4
16130,261,13.3
16134,261,13.3
16138,262,13.2
16143,262,13.1
16147,263,13
16152,263,12.9
16156,263,12.8
16160,264,12.7
16164,264,12.5
16168,264,12.4
16172,264,12.2
16177,264,12.1
16181,264,11.9
16186,264,11.8
16190,264,11.6
16195,264,11.4
16200,264,11.3
16204,264,11.1
16209,264,10.9
16214,263,10.8
16218,263,10.6
16223,263,10.5
16228,262,10.3
16233,262,10.2
16237,261,10
16242,261,9.9
16246,260,9.8
16250,259,9.7
16255,259,9.5
16260,258,9.4
16265,258,9.3
16269,257,9.2
16274,256,9.1
16279,256,9
16283,255,8.9
16288,254,8.8
16293,254,8.7
16298,253,8.6
16304,252,8.5
16309,252,8.4
16314,251,8.4
16318,250,8.3
16323,249,8.2
16328,248,8.1
16334,247,8
16339,246,8
16344,245,7.9
16348,244,7.9
16353,243,7.8
16358,242,7.7
16363,241,7.7
16368,239,7.7
16374,238,7.6
16379,237,7.6
16384,235,7.6
16389,234,7.6
16394,232,7.6
16399,231,7.7
16404,229,7.7
16409,228,7.7
16413,227,7.8
16418,225,7.9
16422,224,7.9
16426,223,8
16431,222,8.1
16435,221,8.2
16440,220,8.3
16446,219,8.3
16451,219,8.4
16456,218,8.5
16462,218,8.6
16467,217,8.7
16472,217,8.8
16478,217,8.9
16482,216,9
16487,216,9.1
16492,216,9.2
16497,216,9.3
16501,216,9.4
16506,216,9.4
16511,216,9.5
16516,216,9.6
16521,217,9.7
16525,217,9.7
16530,217,9.8
16535,217,9.9
16540,217,9.9
16545,218,10
16550,218,10
16556,218,10.1
16561,218,10.2
16566,218,10.2
16572,219,10.3
16577,219,10.3
16582,219,10.4
16587,219,10.4
16592,219,10.5
16597,220,10.6
16601,220,10.6
16606,220,10.7
16610,220,10.8
16614,221,10.8
16619,221,10.9
16624,221,11
16628,221,11.1
16633,222,11.1
16637,222,11.2
16642,222,11.3
16647,223,11.4
16652,223,11.5
16657,223,11.6
16661,223,11.6
16662,224,11.6
16667,224,11.7
16671,224,11.8
16676,224,11.9
16680,225,11.9
16684,225,12
16689,225,12.1
16693,226,12.1
16698,226,12.2
16702,226,12.3
16706,227,12.3
16710,227,12.4
16714,227,12.4
16718,228,12.4
16722,228,12.5
16726,229,12.5
16730,229,12.5
16734,230,12.5
16738,230,12.5
16743,231,12.5
16747,231,12.6
16751,232,12.6
16755,232,12.6
16760,233,12.6
16764,233,12.6
16769,234,12.6
16773,235,12.5
16778,235,12.5
16782,236,12.5
16786,237,12.5
16790,237,12.5
16795,238,12.5
16799,239,12.5
16804,239,12.5
16808,240,12.5
16812,240,12.5
16816,241,12.5
16821,242,12.5
16825,242,12.5
16830,243,12.5
16834,243,12.6
16838,244,12.6
16843,244,12.6
16847,245,12.6
16851,246,12.6
16855,246,12.6
16859,247,12.6
16864,247,12.6
16868,248,12.6
16872,248,12.6
16876,249,12.7
16881,249,12.7
16884,250,12.7
16888,250,12.7
16891,251,12.7
16895,251,12.8
16899,252,12.8
16902,252,12.8
16907,253,12.8
16911,253,12.8
16915,254,12.8
16919,254,12.9
16923,255,12.9
16927,255,12.9
16931,256,12.9
16935,256,12.8
16939,257,12.8
16943,257,12.8
16947,258,12.8
16951,258,12.7
16955,259,12.7
16958,259,12.6
16962,260,12.5
16966,261,12.4
16970,261,12.4
16975,262,12.3
16979,262,12.1
16983,263,12
16986,263,11.9
16990,264,11.8
16993,264,11.6
16997,265,11.5
17001,265,11.3
17005,265,11.1
17010,266,10.9
17014,266,10.8
17018,267,10.6
17023,267,10.4
17026,267,10.2
17030,268,10
17034,268,9.7
17038,268,9.5
17042,269,9.3
17047,269,9.1
17051,269,8.8
17055,269,8.6
17059,269,8.4
17062,269,8.1
17066,269,7.9
17070,269,7.6
17074,269,7.4
17078,269,7.2
17082,269,6.9
17087,269,6.7
17091,269,6.5
17096,268,6.3
17100,268,6
17103,268,5.8
17107,267,5.6
17111,267,5.4
17115,266,5.2
17119,265,5.1
17123,265,4.9
17127,264,4.7
17131,263,4.6
17134,262,4.5
17138,261,4.3
17142,260,4.2
17145,258,4.1
17148,257,4.1
17152,256,4
17156,254,4
17160,253,3.9
17163,251,3.9
17167,250,3.9
17171,248,3.9
17176,247,3.9
17180,245,4
17184,244,4
17188,242,4
17192,241,4.1
17196,239,4.1
17200,238,4.2
17204,237,4.3
17208,236,4.3
17212,235,4.4
17216,234,4.4
17220,233,4.5
17223,233,4.6
17227,232,4.6
17231,232,4.7
17236,231,4.7
17240,231,4.7
17244,231,4.8
17248,231,4.8
17252,230,4.8
17255,231,4.8
17259,231,4.8
17263,231,4.8
17267,231,4.8
17271,232,4.8
17275,232,4.8
17279,233,4.7
17283,233,4.7
17287,234,4.7
17291,235,4.7
17294,235,4.7
17298,236,4.7
17302,237,4.6
17306,238,4.6
17310,238,4.6
17314,239,4.5
17318,240,4.5
17322,241,4.5
17325,241,4.4
17329,242,4.4
17333,242,4.3
17336,243,4.3
17340,244,4.2
17344,244,4.1
17348,244,4.1
17351,245,4
17355,245,3.9
17359,245,3.8
17363,245,3.7
17366,245,3.6
17370,245,3.4
17374,245,3.3
17378,245,3.2
17382,245,3.1
17386,245,2.9
17390,244,2.8
17394,244,2.7
17398,243,2.5
17401,242,2.4
17405,241,2.3
17408,240,2.2
17412,239,2.1
17416,237,2
17420,236,2
17423,234,1.9
17427,232,1.9
17431,230,1.8
17435,229,1.8
17439,227,1.8
17443,225,1.8
17448,223,1.8
17452,222,1.9
17457,220,1.9
17461,219,2
17466,218,2
17470,216,2.1
17474,215,2.2
17478,214,2.3
17482,213,2.4
17486,212,2.5
17490,211,2.6
17494,210,2.7
17499,209,2.8
17504,208,2.9
17508,207,3
17513,206,3.1
17518,205,3.2
17522,204,3.3
17526,204,3.5
17531,203,3.6
17535,202,3.7
17540,201,3.8
17545,201,3.9
17550,200,4
17554,199,4.1
17559,199,4.2
17563,199,4.3
17567,198,4.4
17571,198,4.4
17576,198,4.5
17580,198,4.6
17585,198,4.6
17590,198,4.7
17595,198,4.7
17599,198,4.8
17604,198,4.8
17608,198,4.9
17612,199,4.9
17616,199,4.9
17620,199,4.9
17624,200,5
17629,200,5
17633,201,5
17637,201,5
17642,201,5
17646,202,5.1
17651,202,5.1
17655,202,5.1
17660,203,5.1
17665,203,5.1
17669,203,5.1
17674,204,5.2
17678,204,5.2
17683,204,5.2
17687,205,5.2
17692,205,5.2
17696,205,5.2
17700,206,5.2
17704,206,5.2
17709,207,5.2
17713,207,5.2
17718,208,5.2
17722,208,5.3
17726,209,5.3
17730,209,5.3
17734,210,5.3
17738,210,5.3
17742,211,5.3
17746,212,5.3
17751,212,5.3
17756,213,5.3
17760,213,5.4
17764,214,5.4
17769,215,5.4
17773,215,5.4
17778,216,5.5
17782,217,5.5
17786,217,5.5
17790,218,5.6
17794,218,5.6
17798,219,5.7
17803,219,5.7
17807,220,5.8
17811,220,5.8
17815,221,5.9
17819,221,5.9
17823,222,6
17827,222,6
17831,223,6.1
17835,223,6.1
17839,223,6.2
17843,224,6.2
17847,224,6.2
17851,224,6.3
17855,224,6.3
17859,224,6.4
17864,225,6.4
17868,225,6.5
17872,225,6.5
17876,224,6.5
17881,224,6.6
17885,224,6.6
17889,224,6.6
17894,223,6.7
17898,223,6.7
17902,222,6.7
17906,221,6.8
17910,220,6.8
17914,220,6.8
17918,219,6.9
17923,218,6.9
17927,217,7
17931,216,7
17936,215,7.1
17940,214,7.1
17944,213,7.2
17948,212,7.3
17953,211,7.3
17957,211,7.4
17962,210,7.5
17966,209,7.6
17970,209,7.6
17974,208,7.7
17978,208,7.8
17983,208,7.8
17987,208,7.9
17991,208,7.9
17996,208,8
18000,208,8
18004,209,8
18008,209,8.1
18012,210,8.1
18016,211,8.1
18020,211,8.1
18024,212,8.1
18028,213,8.1
18033,214,8.1
18037,215,8
18042,216,8
18047,218,8
18051,219,8
18055,220,7.9
18059,222,7.9
18063,223,7.9
18066,224,7.8
18070,226,7.8
18074,227,7.7
18078,229,7.7
18082,230,7.7
18086,232,7.6
18090,234,7.6
18095,235,7.5
18100,237,7.5
18104,238,7.5
18109,240,7.5
18114,242,7.4
18118,243,7.4
18123,245,7.4
18127,246,7.4
18132,248,7.3
18136,249,7.3
18141,251,7.3
18145,252,7.3
18150,253,7.3
18155,255,7.3
18159,256,7.3
18164,257,7.3
18168,258,7.3
18172,259,7.3
18176,260,7.2
18180,261,7.2
18184,262,7.2
18189,263,7.2
18193,264,7.2
18198,265,7.2
18202,266,7.2
18207,267,7.2
18211,267,7.2
18215,268,7.2
18219,268,7.2
18223,269,7.2
18227,269,7.2
18232,269,7.1
18236,270,7.1
18240,270,7.1
18245,270,7.1
18249,270,7.1
18254,270,7.1
18258,270,7
18262,270,7
18267,270,7
18271,270,7
18276,269,6.9
18281,269,6.9
18286,268,6.9
18290,268,6.8
18295,267,6.8
18299,267,6.8
18304,266,6.7
18308,266,6.7
18312,265,6.7
18316,264,6.6
18320,263,6.6
18324,263,6.5
18328,262,6.5
18332,261,6.5
18336,260,6.4
18341,260,6.4
18345,259,6.4
18350,258,6.3
18354,257,6.3
18358,256,6.2
18362,255,6.2
18366,255,6.2
18371,254,6.2
18375,253,6.1
18379,252,6.1
18383,251,6.1
18388,250,6.1
18392,249,6.1
18396,248,6.1
18400,247,6.1
18404,246,6.1
18408,245,6.1
18413,244,6.2
18417,243,6.2
18422,242,6.3
18427,241,6.3
18432,240,6.4
18436,239,6.4
18440,238,6.5
18445,237,6.6
18449,236,6.6
18454,235,6.7
18458,235,6.8
18462,234,6.9
18467,233,7
18472,232,7.1
18476,231,7.1
18480,231,7.2
18484,230,7.3
18488,230,7.4
18492,229,7.5
18496,228,7.6
18500,228,7.6
18504,228,7.7
18508,227,7.8
18512,227,7.9
18517,227,7.9
18521,226,8
18526,226,8
18530,226,8.1
18534,226,8.2
18539,225,8.2
18543,225,8.3
18547,225,8.3
18551,225,8.4
18556,225,8.4
18560,225,8.4
18565,225,8.5
18569,225,8.5
18574,225,8.5
18578,225,8.6
18583,225,8.6
18587,225,8.6
18591,225,8.6
18595,225,8.7
18599,225,8.7
18604,225,8.7
18608,225,8.7
18613,225,8.7
18617,225,8.6
18621,226,8.6
18625,226,8.6
18629,226,8.6
18633,227,8.5
18638,227,8.5
18643,227,8.5
18648,228,8.4
18652,228,8.4
18656,229,8.3
18660,229,8.2
18663,230,8.2
18668,230,8.1
18672,231,8.1
18677,231,8
18682,232,7.9
18687,233,7.9
18692,233,7.8
18696,234,7.8
18700,234,7.7
18704,235,7.6
18708,236,7.6
18712,236,7.5
18717,237,7.4
18721,238,7.4
18726,238,7.3
18730,239,7.2
18735,239,7.2
18739,240,7.1
18743,240,7
18747,241,7
18752,241,6.9
18756,242,6.8
18760,242,6.8
18764,242,6.7
18769,243,6.6
18773,243,6.6
18777,243,6.5
18781,244,6.5
18786,244,6.4
18790,244,6.3
18795,245,6.3
18799,245,6.2
18804,245,6.2
18808,246,6.2
18813,246,6.1
18817,246,6.1
18822,246,6
18826,247,6
18830,247,6
18834,247,5.9
18839,247,5.9
18843,247,5.9
18847,248,5.9
18852,248,5.8
18856,248,5.8
18861,248,5.8
18866,249,5.8
18871,249,5.7
18876,249,5.7
18880,250,5.7
18884,250,5.6
18888,250,5.6
18893,251,5.5
18898,251,5.5
18902,251,5.4
18907,251,5.4
18912,252,5.3
18916,252,5.3
18921,252,5.2
18926,252,5.2
18930,253,5.1
18935,253,5.1
18940,253,5
18944,253,4.9
18949,253,4.9
18953,253,4.8
18958,253,4.8
18962,253,4.7
18966,253,4.7
18971,253,4.6
18976,253,4.5
18980,253,4.5
18985,252,4.4
18989,252,4.4
18993,252,4.4
18998,251,4.3
19002,251,4.3
19006,250,4.2
19010,250,4.2
19015,249,4.1
19020,249,4.1
19024,248,4.1
19029,248,4
19033,247,4
19037,246,4
19042,246,3.9
19046,245,3.9
19050,244,3.9
19055,244,3.8
19060,243,3.8
19064,242,3.8
19069,242,3.8
19073,241,3.8
19077,240,3.8
19081,240,3.8
19086,239,3.8
19090,238,3.8
19094,237,3.8
19099,237,3.9
19104,236,3.9
19109,235,3.9
19114,235,4
19119,234,4
19123,233,4.1
19127,233,4.2
19132,232,4.2
19136,232,4.3
19140,231,4.4
19145,230,4.5
19149,230,4.6
19153,229,4.6
19158,229,4.7
19162,228,4.8
19167,228,4.9
19172,227,5
19176,227,5
19180,226,5.1
19184,226,5.1
19189,225,5.2
19193,225,5.3
19198,224,5.3
19202,224,5.3
19206,223,5.4
19210,222,5.4
19214,222,5.4
19219,221,5.5
19223,221,5.5
19228,220,5.5
19232,220,5.5
19236,219,5.5
19240,219,5.5
19245,219,5.5
19249,218,5.6
19253,218,5.6
19257,217,5.6
19262,217,5.6
19266,217,5.7
19271,217,5.7
19275,217,5.8
19279,216,5.8
19283,216,5.9
19287,216,5.9
19291,216,6
19296,216,6
19301,216,6.1
19305,216,6.1
19310,216,6.2
19314,216,6.3
19319,215,6.3
19323,215,6.4
19328,215,6.4
19332,215,6.5
19336,215,6.5
19340,215,6.5
19344,214,6.5
19349,214,6.5
19353,214,6.5
19358,214,6.5
19362,213,6.5
19366,213,6.5
19370,212,6.4
19374,212,6.3
19378,211,6.3
19382,211,6.2
19386,210,6.1
19390,209,6
19394,209,5.9
19398,208,5.8
19403,207,5.6
19407,207,5.5
19411,206,5.4
19415,205,5.3
19419,204,5.1
19424,203,5
19429,202,4.8
19433,201,4.7
19438,201,4.6
19442,200,4.4
19446,199,4.3
19451,199,4.2
19455,198,4
19459,197,3.9
19464,197,3.8
19469,197,3.7
19473,197,3.5
19478,197,3.4
19482,197,3.3
19486,197,3.2
19490,198,3.1
19494,199,3
19498,200,2.9
19502,201,2.8
19507,202,2.8
19511,204,2.7
19515,206,2.6
19519,208,2.6
19524,210,2.6
19528,212,2.6
19533,214,2.6
19538,217,2.6
19542,219,2.6
19547,221,2.6
19552,223,2.6
19556,225,2.7
19561,227,2.7
19566,228,2.8
19570,230,2.8
19574,231,2.9
19579,232,2.9
19583,233,3
19588,234,3
19592,235,3.1
19597,236,3.1
19601,237,3.1
19606,237,3.1
19610,238,3.1
19614,239,3.1
19619,239,3
19623,240,3
19628,241,2.9
19632,242,2.8
19636,243,2.8
19641,244,2.7
19645,245,2.6
19650,247,2.4
19655,248,2.3
19660,250,2.2
19665,253,2.1
19670,255,2
19674,259,1.8
19679,262,1.7
19683,266,1.6
19687,271,1.5
19691,276,1.4
19696,282,1.4
19700,287,1.3
19705,293,1.3
19709,298,1.3
19714,303,1.3
19719,307,1.4
19724,311,1.4
19728,314,1.4
19733,316,1.5
19737,317,1.6
19742,318,1.6
19746,319,1.7
19750,319,1.7
19755,319,1.8
19760,318,1.9
19765,317,1.9
19770,316,2
19774,315,2.1
19779,314,2.1
19784,313,2.2
19789,312,2.3
19793,311,2.4
19798,311,2.5
19802,310,2.5
19807,310,2.6
19812,309,2.7
19816,309,2.8
19821,309,2.9
19826,309,3
19831,310,3
19836,311,3.1
19841,311,3.2
19845,312,3.3
19850,313,3.4
19854,315,3.4
19859,316,3.5
19864,317,3.6
19869,319,3.7
19874,320,3.8
19879,322,3.9
19884,324,4
19888,325,4
19893,327,4.1
19898,328,4.2
19902,329,4.3
19906,331,4.4
19911,332,4.5
19915,333,4.6
19920,334,4.6
19924,334,4.7
19929,335,4.8
19933,336,4.8
19938,336,4.9
19943,337,4.9
19948,337,4.9
19953,337,4.9
19958,337,5
19962,337,5
19967,337,4.9
19972,336,4.9
19976,336,4.9
19981,336,4.9
19986,335,4.8
19992,334,4.8
19997,334,4.8
20001,333,4.7
20006,332,4.6
20010,331,4.6
20016,330,4.5
20020,329,4.5
20025,328,4.4
20030,327,4.3
20035,326,4.3
20040,325,4.2
20045,323,4.1
20050,322,4.1
20054,321,4
20059,319,3.9
20063,318,3.9
20068,316,3.8
20072,315,3.8
20077,313,3.7
20083,312,3.6
20088,311,3.6
20093,309,3.5
20099,308,3.5
20104,306,3.4
20108,305,3.3
20112,303,3.3
20117,302,3.2
20121,300,3.2
20126,299,3.1
20130,298,3
20134,297,3
20138,295,2.9
20142,294,2.9
20147,293,2.8
20152,293,2.7
20157,292,2.7
20162,291,2.6
20166,291,2.5
20171,290,2.4
20175,290,2.4
20180,290,2.3
20184,290,2.2
20189,290,2.1
20194,290,2.1
20199,290,2
20204,291,1.9
20209,292,1.8
20214,293,1.8
20219,294,1.7
20224,295,1.6
20229,297,1.6
20234,298,1.5
20238,300,1.5
20243,301,1.5
20247,303,1.5
20252,305,1.4
20256,307,1.4
20261,308,1.4
20265,310,1.4
20269,311,1.5
20274,312,1.5
20278,313,1.5
20282,314,1.6
20286,315,1.6
20291,315,1.7
20295,316,1.7
20299,316,1.8
20303,316,1.8
20308,316,1.9
20312,316,2
20318,316,2.1
20322,316,2.1
20327,316,2.2
20332,316,2.3
20336,316,2.3
20341,316,2.4
20345,316,2.5
20350,316,2.5
20354,316,2.6
20358,316,2.7
20363,316,2.7
20367,316,2.8
20371,316,2.9
20376,316,2.9
20380,316,3
20385,316,3
20389,316,3.1
20394,316,3.1
20398,316,3.2
20402,316,3.2
20406,316,3.3
20410,316,3.3
20415,316,3.4
20419,316,3.4
20424,316,3.5
20428,317,3.5
20433,317,3.6
20437,317,3.6
20441,317,3.7
20445,317,3.7
20450,317,3.8
20454,318,3.8
20458,318,3.8
20463,318,3.9
20468,318,3.9
20472,319,3.9
20477,319,3.9
20482,320,3.9
20486,320,4
20491,321,4
20495,321,4
20500,322,4
20505,322,4
20510,323,4
20514,324,4
20518,324,4
20522,325,4
20527,326,3.9
20531,327,3.9
20536,327,3.9
20540,328,3.9
20545,329,3.9
20549,329,3.9
20553,330,3.9
20558,331,3.8
20562,331,3.8
20566,332,3.8
20570,333,3.8
20574,333,3.7
20578,334,3.7
20582,334,3.7
20586,335,3.6
20590,335,3.6
20595,335,3.6
20599,336,3.5
20603,336,3.5
20608,336,3.4
20612,336,3.3
20617,337,3.3
20622,337,3.2
20626,337,3.1
20631,338,3
20635,338,3
20640,338,2.9
20644,339,2.8
20649,339,2.7
20653,339,2.6
20657,340,2.5
20661,341,2.4
20666,341,2.3
20671,342,2.2
20675,343,2
20680,344,1.9
20684,345,1.8
20689,347,1.7
20694,348,1.6
20698,350,1.5
20703,352,1.4
20707,355,1.3
20712,358,1.3
20716,1,1.2
20720,4,1.1
20724,8,1
20729,13,1
20733,18,0.9
20738,23,0.9
20742,28,0.8
20747,33,0.8
20752,38,0.8
20756,43,0.8
20761,48,0.8
20766,52,0.8
20771,56,0.8
20775,59,0.8
20780,62,0.8
20785,64,0.8
20789,66,0.7
20794,67,0.7
20799,68,0.7
20804,68,0.7
20808,67,0.7
20813,66,0.7
20817,63,0.7
20822,60,0.6
20827,56,0.6
20832,51,0.6
20837,46,0.6
20841,40,0.6
20846,33,0.6
20851,27,0.7
20856,21,0.7
20861,15,0.8
20865,10,0.8
20870,6,0.9
20874,2,1
20879,359,1.1
20883,356,1.2
20888,354,1.2
20893,352,1.3
20898,351,1.4
20902,349,1.5
20907,348,1.6
20912,347,1.7
20917,346,1.8
20921,346,1.8
20926,345,1.9
20931,345,2
20936,344,2
20941,344,2.1
20946,344,2.1
20951,344,2.1
20956,343,2.1
20962,343,2.2
20967,344,2.2
20972,344,2.1
20976,344,2.1
20981,344,2.1
20985,345,2
20990,346,2
20996,347,1.9
21001,348,1.9
21006,349,1.8
21011,351,1.7
21016,352,1.7
21021,355,1.6
21026,357,1.5
21031,360,1.4
21036,4,1.4
21041,8,1.3
21041,13,1.2
21046,13,1.2
21051,18,1.2
21056,24,1.2
21061,31,1.1
21066,38,1.1
21071,45,1.1
21076,51,1.2
21081,58,1.2
21086,64,1.3
21092,69,1.4
21097,74,1.5
21102,78,1.6
21107,82,1.7
21112,86,1.8
21117,89,1.9
21122,91,2.1
21127,94,2.2
21132,96,2.3
21137,98,2.5
21142,100,2.6
21148,101,2.8
21153,103,2.9
21159,104,3.1
21164,106,3.2
21169,107,3.3
21174,108,3.4
21179,110,3.6
21184,111,3.7
21189,112,3.8
21195,113,3.9
21200,115,4
21205,116,4
21210,117,4.1
21215,118,4.2
21220,120,4.2
21225,121,4.2
21230,122,4.3
21235,124,4.3
21241,125,4.3
21246,127,4.2
21251,128,4.2
21256,130,4.2
21261,132,4.2
21266,134,4.1
21271,136,4.1
21276,138,4
21281,140,4
21286,142,3.9
21292,145,3.9
21296,147,3.8
21301,150,3.8
21306,152,3.7
21311,155,3.7
21316,158,3.6
21321,161,3.6
21327,164,3.6
21332,167,3.6
21337,170,3.6
21342,173,3.6
21347,175,3.6
21351,178,3.6
21356,181,3.6
21361,184,3.6
21366,186,3.7
21370,189,3.7
21375,191,3.8
21380,194,3.8
21385,196,3.9
21390,198,3.9
21395,200,4
21400,202,4
21405,204,4.1
21410,206,4.1
21414,207,4.2
21418,209,4.2
21423,210,4.3
21428,212,4.3
21433,213,4.3
21439,215,4.4
21444,216,4.4
21448,218,4.4
21454,219,4.4
21458,220,4.5
21464,222,4.5
21468,223,4.5
21473,224,4.5
21478,225,4.5
21483,226,4.5
21488,228,4.4
21493,229,4.4
21497,230,4.4
21502,231,4.4
21507,232,4.3
21511,233,4.3
21516,234,4.2
21520,235,4.1
21524,236,4.1
21529,236,4
21533,237,3.9
21538,238,3.8
21542,238,3.7
21547,239,3.6
21552,239,3.5
21556,239,3.4
21561,239,3.3
21566,239,3.1
21570,239,3
21574,239,2.9
21579,238,2.7
21583,238,2.6
21588,237,2.4
21593,235,2.3
21598,233,2.1
21602,231,1.9
21607,227,1.8
21611,223,1.7
21616,218,1.5
21621,212,1.4
21626,205,1.3
21631,197,1.3
21635,188,1.3
21640,180,1.3
21644,172,1.3
21649,165,1.4
21653,159,1.5
21658,154,1.7
21662,149,1.8
21667,146,1.9
21672,144,2.1
21676,141,2.2
21681,140,2.4
21686,139,2.5
21691,138,2.6
21695,137,2.7
21700,137,2.9
21705,136,3
21710,136,3
21714,136,3.1
21719,137,3.2
21723,137,3.3
21728,137,3.3
21733,138,3.3
21738,139,3.4
21742,139,3.4
21747,140,3.4
21751,141,3.3
21756,142,3.3
21760,143,3.3
21765,145,3.2
21770,146,3.2
21774,147,3.1
21779,149,3
21783,151,3
21788,152,2.9
21793,154,2.8
21797,156,2.7
21802,158,2.6
21807,160,2.6
21811,162,2.5
21816,164,2.4
21820,166,2.3
21825,168,2.2
21829,170,2.2
21833,171,2.1
21837,173,2
21842,174,1.9
21846,176,1.9
21850,177,1.8
21855,178,1.7
21860,178,1.7
21865,178,1.6
21870,178,1.6
21875,178,1.5
21879,177,1.5
21884,176,1.4
21888,175,1.4
21893,174,1.3
21898,172,1.3
21903,171,1.3
21907,169,1.3
21911,168,1.2
21916,166,1.2
21920,165,1.2
21924,163,1.2
21929,162,1.2
21934,161,1.2
21939,160,1.2
21944,160,1.2
21949,159,1.2
21954,159,1.2
21959,158,1.2
21964,158,1.2
21968,158,1.2
21972,158,1.2
21977,157,1.2
21981,157,1.2
21986,157,1.2
21990,157,1.2
21994,156,1.2
21999,156,1.2
22003,155,1.2
22008,155,1.2
22013,154,1.2
22018,153,1.2
22023,152,1.2
22028,151,1.1
22033,150,1.1
22037,149,1.1
22041,148,1.1
22045,146,1
22049,145,1
22054,144,0.9
22058,143,0.9
22063,142,0.8
22068,141,0.7
22073,140,0.7
22078,139,0.6
22083,137,0.5
22088,136,0.4
22092,134,0.3
22097,131,0.2
22102,125,0.1
22106,0,0
22111,347,0.1
22116,330,0.2
22121,326,0.3
22125,324,0.4
22130,323,0.4
22134,322,0.5
22139,322,0.6
22144,322,0.7
22148,322,0.8
22152,322,0.8
22157,323,0.9
22161,323,1
22166,324,1
22171,325,1.1
22176,326,1.1
22181,326,1.2
22186,327,1.2
22191,328,1.3
22196,329,1.3
22201,330,1.4
22206,330,1.4
22211,331,1.4
22216,332,1.5
22220,332,1.5
22225,333,1.6
22230,333,1.6
22236,333,1.6
22241,333,1.7
22246,333,1.7
22250,333,1.8
22255,333,1.8
22260,333,1.9
22265,332,1.9
22270,332,2
22276,331,2.1
22281,331,2.1
22286,330,2.2
22291,329,2.2
22296,329,2.3
22301,328,2.4
22306,327,2.4
22311,327,2.5
22316,326,2.6
22321,326,2.7
22326,325,2.7
22331,325,2.8
22336,325,2.9
22340,325,2.9
22345,324,3
22350,324,3
22355,324,3.1
22360,324,3.1
22364,325,3.2
22369,325,3.2
22374,325,3.2
22379,326,3.2
22384,326,3.2
22389,327,3.3
22394,328,3.3
22399,329,3.2
22404,330,3.2
22410,331,3.2
22415,332,3.2
22420,333,3.1
22426,335,3.1
22431,337,3
22436,338,3
22442,340,2.9
22447,342,2.9
22452,344,2.8
22457,346,2.8
22462,349,2.7
22467,351,2.7
22472,354,2.6
22478,356,2.6
22483,359,2.5
22488,2,2.5
22493,5,2.4
22498,8,2.4
22503,11,2.4
22508,14,2.3
22514,17,2.3
22520,20,2.2
22525,23,2.2
22531,26,2.2
22536,29,2.2
22541,32,2.1
22546,35,2.1
22551,38,2.1
22556,42,2.1
22561,45,2
22566,48,2
22572,52,2
22577,55,2
22583,58,2
22588,62,2
22594,65,2
22600,68,2
22605,72,2
22611,75,2.1
22616,78,2.1
22622,81,2.1
22628,84,2.2
22633,87,2.2
22638,90,2.3
22644,92,2.3
22649,95,2.4
22654,97,2.5
22659,100,2.6
22664,102,2.6
22669,104,2.7
22674,106,2.8
22680,107,2.9
22685,109,3
22691,111,3.2
22697,112,3.3
22703,114,3.4
22708,115,3.5
22714,117,3.7
22719,118,3.8
22724,119,3.9
22730,120,4.1
22735,122,4.2
22740,123,4.3
22745,124,4.5
22750,125,4.6
22756,126,4.7
