geopotential height_m,wind direction_degree,wind speed_m/s
31149,74,8.6
31158,75,8.8
31163,76,8.9
31168,77,9.1
31178,78,9.3
31182,79,9.3
31187,79,9.4
31198,81,9.6
31203,81,9.6
31208,82,9.7
31213,82,9.7
31218,83,9.7
31230,84,9.7
31235,85,9.7
31240,86,9.7
31245,86,9.6
31254,88,9.5
31259,88,9.4
31265,89,9.3
31270,90,9.2
31279,91,9
31284,92,8.9
31289,93,8.8
31300,95,8.5
31305,96,8.4
31310,97,8.2
31314,98,8.1
31324,100,7.8
31329,101,7.7
31335,102,7.6
31341,103,7.4
31351,106,7.2
31356,107,7
31361,108,6.9
31366,109,6.8
31377,112,6.5
31382,113,6.4
31387,114,6.3
31392,115,6.2
31403,117,5.9
31409,117,5.8
31414,118,5.7
31419,119,5.6
31429,119,5.3
31435,120,5.2
31440,120,5.1
31446,120,4.9
31452,120,4.8
31462,119,4.6
31466,118,4.4
31472,118,4.3
31477,117,4.2
31489,115,3.9
31495,114,3.8
31500,113,3.7
31506,111,3.6
31511,110,3.5
31521,107,3.4
31527,105,3.3
31532,104,3.3
31538,103,3.2
31549,100,3.1
31555,99,3.1
31561,98,3
31566,97,3
31571,96,3
31582,95,3
31588,95,2.9
31594,95,2.9
31599,95,2.9
31605,96,2.9
31616,97,2.9
31622,98,2.9
31627,99,3
31633,100,3
31638,101,3
31650,103,3.1
31656,105,3.1
31661,106,3.1
31666,107,3.2
31677,109,3.3
31682,110,3.3
31688,111,3.4
31694,112,3.5
31704,114,3.6
31709,114,3.6
31716,115,3.8
31725,116,3.8
31730,116,3.9
31735,116,3.9
31745,116,4
31750,117,4.1
31755,117,4.1
31766,116,4.2
31771,116,4.2
31776,116,4.3
31786,116,4.3
31791,116,4.4
31797,116,4.4
31803,116,4.4
31814,116,4.4
31819,116,4.4
31825,116,4.4
31836,116,4.4
31843,116,4.4
31849,116,4.4
31854,116,4.4
31859,116,4.4
31870,116,4.4
31876,116,4.4
31882,117,4.4
31888,117,4.3
31898,117,4.3
31903,117,4.3
31908,117,4.2
31920,117,4.1
31926,118,4.1
31931,118,4
31941,118,3.9
31946,118,3.8
31952,118,3.7
31959,118,3.6
31969,117,3.5
31974,117,3.4
31980,117,3.2
31986,116,3.1
31998,115,2.9
32004,114,2.8
32010,113,2.7
32015,112,2.5
32026,109,2.3
32032,107,2.2
32038,105,2.1
32045,103,2
32051,100,1.9
32062,93,1.7
32068,89,1.7
32073,85,1.7
32084,77,1.6
32091,73,1.6
32097,69,1.7
32103,65,1.7
32109,62,1.8
32120,57,2
32126,55,2.1
32133,54,2.2
32139,53,2.3
32150,51,2.5
32155,51,2.6
32161,50,2.8
32167,50,2.9
32179,50,3.1
32184,51,3.3
32190,51,3.4
32201,52,3.6
32207,52,3.7
32212,53,3.8
32223,53,4
32229,54,4.1
32236,54,4.1
32242,55,4.2
32253,56,4.3
32258,56,4.3
32270,57,4.3
32275,57,4.3
32281,58,4.3
32287,58,4.3
32299,59,4.2
32304,60,4.2
32310,61,4.1
32321,62,4
32326,63,4
32332,63,3.9
32344,65,3.8
32349,66,3.7
32355,67,3.7
32368,69,3.6
32373,70,3.5
32379,71,3.5
32390,72,3.4
32395,73,3.4
32401,74,3.3
32413,75,3.3
32419,75,3.3
32425,75,3.3
32436,75,3.3
32441,75,3.4
32447,75,3.4
32458,73,3.4
32464,72,3.5
32470,72,3.5
32482,69,3.7
32487,68,3.7
32493,67,3.8
32504,65,4
32510,63,4.1
32516,62,4.2
32526,60,4.4
32532,59,4.6
32543,57,4.8
32549,56,5
32554,55,5.1
32565,54,5.4
32571,54,5.6
32581,53,5.9
32586,53,6
32597,53,6.3
32603,53,6.4
32614,54,6.7
32619,54,6.9
32630,55,7.2
32636,55,7.3
32641,56,7.4
32652,57,7.7
32657,58,7.9
32669,59,8.1
32674,59,8.3
32685,61,8.6
32691,61,8.7
32702,63,9
32706,63,9.1
32716,65,9.4
32722,65,9.5
32733,66,9.7
32738,67,9.8
32749,68,10
32755,68,10.1
32766,69,10.3
32771,70,10.4
32780,70,10.5
32785,71,10.5
32796,71,10.5
32802,72,10.6
32812,72,10.6
32818,72,10.5
32828,73,10.5
32839,73,10.4
32845,74,10.4
32851,74,10.3
32862,74,10.2
32866,74,10.2
32875,74,10
32885,74,9.9
32895,74,9.8
32900,74,9.7
32910,74,9.5
32920,74,9.4
32925,74,9.3
32934,73,9.2
32945,72,9
32950,72,8.9
32959,71,8.8
32970,70,8.7
32976,69,8.6
32986,68,8.5
32994,67,8.4
32999,66,8.4
33010,65,8.3
33019,64,8.3
33024,63,8.3
33034,62,8.3
33045,61,8.3
33050,61,8.3
33060,60,8.3
33070,60,8.3
33075,59,8.3
33085,59,8.4
33094,59,8.4
33104,59,8.5
33110,59,8.5
33120,60,8.5
33130,60,8.6
33134,60,8.6
33144,60,8.7
33153,61,8.8
33163,61,8.8
33169,61,8.9
33179,61,8.9
33188,61,9
33198,62,9.1
33202,62,9.1
33211,62,9.2
33221,62,9.3
33231,62,9.4
33241,62,9.6
33246,62,9.6
33256,63,9.7
33265,63,9.9
33275,63,10
33280,63,10.1
33290,64,10.2
33300,64,10.4
33310,65,10.5
33315,65,10.6
33326,66,10.8
33336,67,10.9
33341,67,11
33350,68,11.2
33359,69,11.4
33369,70,11.6
33379,70,11.9
33389,71,12.1
33394,71,12.3
33404,72,12.6
33413,72,12.9
33423,72,13.2
33432,72,13.5
33442,73,13.9
33448,73,14
33458,73,14.4
33467,73,14.7
33476,73,15
33486,74,15.4
33495,74,15.6
33500,74,15.8
33511,75,16.1
33522,75,16.3
33531,76,16.5
33536,76,16.6
33547,77,16.8
33558,77,17
33563,78,17
33573,78,17.1
33584,79,17.2
33595,80,17.3
33600,80,17.3
33610,81,17.3
33621,82,17.4
33632,82,17.4
33638,83,17.4
33648,84,17.4
33659,84,17.4
33668,85,17.4
33673,85,17.3
33684,86,17.3
33695,86,17.3
33704,87,17.2
33715,87,17.1
33721,88,17.1
33732,88,17
33741,89,16.9
33753,89,16.8
33760,89,16.7
33766,89,16.6
33777,90,16.5
33787,90,16.3
33797,91,16.1
33807,91,15.9
33812,91,15.8
33824,91,15.6
33835,92,15.4
33845,92,15.2
33855,92,15
33860,93,14.9
33872,93,14.7
33882,93,14.5
33888,93,14.4
33899,94,14.2
33909,94,14.1
33919,94,13.9
33930,95,13.8
33935,95,13.8
33946,95,13.7
33957,96,13.6
33967,96,13.5
33977,96,13.4
33988,97,13.3
33994,97,13.2
34004,97,13.2
34015,98,13.1
34026,98,13
34036,98,13
34041,98,12.9
34052,99,12.8
34064,99,12.8
34074,99,12.7
34084,99,12.7
34090,99,12.6
34101,98,12.5
34112,98,12.5
34122,97,12.4
34133,97,12.4
34138,96,12.4
34149,95,12.3
34160,94,12.3
34171,93,12.3
34182,92,12.3
34188,91,12.4
34199,90,12.4
34210,88,12.5
34221,87,12.6
34232,86,12.7
34238,85,12.8
34248,83,13
34260,82,13.1
34270,81,13.3
34280,79,13.5
34292,78,13.7
34298,78,13.8
34308,77,14
34321,76,14.3
34331,76,14.5
34342,76,14.7
34352,76,14.8
34358,76,14.9
34370,77,15.1
34380,77,15.2
34389,78,15.3
34401,79,15.5
34413,81,15.6
34422,82,15.7
34432,83,15.9
34443,85,16
34454,86,16.1
34464,87,16.2
34474,88,16.3
34484,90,16.4
34494,91,16.5
34506,92,16.5
34517,93,16.5
34527,94,16.5
34538,95,16.5
34544,96,16.5
34557,98,16.4
34568,99,16.2
34579,99,16.1
34588,100,15.9
34599,101,15.8
34609,102,15.6
34619,102,15.4
34628,103,15.2
34640,103,14.9
34652,103,14.7
34663,103,14.4
34673,102,14.2
34684,102,14
34695,102,13.8
34706,101,13.6
34717,101,13.4
34727,100,13.2
34737,99,13.1
34748,99,13
34758,98,13
34767,97,13
34778,96,13
34788,95,13.1
34802,94,13.2
34812,93,13.4
34823,92,13.5
34831,91,13.7
34846,90,14
34858,89,14.2
34867,88,14.3
34877,88,14.5
34888,88,14.6
34898,88,14.7
34912,88,14.8
34923,88,14.8
34932,88,14.9
34946,88,14.9
34956,89,14.8
34966,89,14.8
34975,89,14.8
34989,90,14.7
34998,91,14.7
35008,92,14.7
35023,93,14.7
35032,93,14.7
35045,94,14.7
35053,95,14.7
35068,96,14.7
35078,96,14.6
35091,97,14.6
35102,97,14.6
35112,97,14.5
35124,98,14.4
35133,98,14.3
35147,99,14.2
35159,99,14.2
35170,100,14.1
35180,100,14.1
35191,100,14.1
35206,101,14.1
35214,101,14.2
35227,101,14.3
35237,101,14.4
35249,101,14.6
35264,102,14.7
35273,102,14.7
35284,102,14.7
35300,102,14.7
35309,102,14.6
35318,102,14.4
35335,102,14.1
35342,102,13.9
35358,101,13.4
35367,101,13.2
35380,101,12.7
35390,101,12.6
35402,100,12.4
35414,100,12.3
35428,100,12.2
35438,100,12.3
35453,100,12.5
35462,100,12.7
35478,101,13
35486,101,13.2
35499,102,13.6
35510,102,13.8
35525,104,14.3
35537,105,14.5
35547,106,14.7
35560,107,14.8
35573,109,14.9
35586,111,14.9
35596,112,14.8
35612,113,14.6
35621,114,14.4
35638,115,14.1
35646,116,14
35660,116,13.6
35673,117,13.4
35683,117,13.3
35696,117,13.2
35711,117,13.1
35724,117,13.2
35734,117,13.3
35748,116,13.5
35759,116,13.8
35773,115,14.1
35786,113,14.4
35799,111,14.9
35810,110,15.1
35825,108,15.6
35837,106,15.8
35850,105,16.2
35865,102,16.8
35875,101,17.2
35889,100,17.9
35901,99,18.3
35913,98,18.8
35927,97,19.5
35941,97,19.9
35957,96,20.4
35968,95,20.5
35982,94,20.5
35992,94,20.5
36007,93,20.3
36020,92,20
36034,91,19.7
36049,91,19.1
36061,91,18.8
36074,90,18.2
