h,theta,speed
6950,241,6.7
6955,241,6.7
6960,242,6.6
6964,242,6.6
6969,242,6.5
6973,243,6.5
6978,244,6.4
6984,244,6.4
6989,245,6.3
6995,246,6.3
7000,247,6.3
7005,248,6.3
7010,249,6.2
7015,250,6.2
7021,251,6.2
7027,252,6.2
7033,254,6.2
7039,255,6.2
7045,256,6.3
7050,257,6.3
7055,258,6.3
7060,259,6.3
7066,260,6.4
7071,260,6.4
7076,261,6.4
7082,262,6.5
7086,262,6.5
7090,263,6.5
7095,263,6.6
7100,264,6.6
7106,264,6.7
7112,264,6.7
7118,265,6.7
7124,265,6.8
7130,265,6.8
7135,265,6.8
7140,265,6.8
7145,265,6.8
7151,265,6.8
7157,265,6.8
7162,265,6.8
7167,264,6.8
7171,264,6.8
7174,264,6.8
7177,264,6.8
7180,264,6.8
7182,264,6.7
7186,263,6.7
7189,263,6.7
7193,263,6.6
7197,263,6.6
7201,263,6.6
7204,263,6.5
7208,263,6.5
7212,262,6.4
7216,262,6.4
7219,262,6.4
7223,262,6.3
7227,262,6.3
7231,262,6.2
7235,262,6.2
7240,262,6.2
7244,262,6.1
7247,262,6.1
7251,262,6.1
7255,262,6
7259,262,6
7263,262,6
7267,262,6
7271,262,5.9
7274,263,5.9
7278,263,5.9
7283,263,5.9
7287,264,5.9
7292,264,5.9
7298,264,5.8
7303,265,5.8
7307,265,5.8
7312,266,5.8
7316,266,5.8
7321,267,5.8
7325,267,5.7
7330,267,5.7
7334,268,5.7
7339,268,5.7
7344,268,5.6
7349,269,5.6
7353,269,5.6
7358,269,5.6
7363,269,5.6
7367,269,5.6
7372,269,5.6
7376,268,5.6
7381,268,5.6
7385,268,5.6
7390,268,5.6
7394,267,5.7
7399,267,5.7
7404,266,5.8
7409,266,5.8
7414,266,5.9
7419,265,6
7424,265,6
7428,264,6.1
7433,264,6.2
7437,264,6.3
7442,263,6.4
7446,263,6.5
7451,263,6.6
7456,262,6.6
7461,262,6.7
7465,262,6.8
7470,262,6.9
7474,262,6.9
7476,262,6.9
7480,261,7
7485,261,7
7490,261,7.1
7494,260,7.1
7498,260,7.1
7502,260,7.1
7506,259,7.1
7511,259,7.1
7516,258,7.1
7522,258,7
7528,257,7
7534,257,7
7539,256,6.9
7544,256,6.8
7549,256,6.8
7554,255,6.7
7559,255,6.6
7564,254,6.5
7569,254,6.4
7574,253,6.3
7578,253,6.2
7582,253,6.1
7587,253,6
7591,252,5.9
7595,252,5.8
7600,252,5.7
7605,252,5.6
7609,252,5.5
